"Year","Variable","Value","WaterUser","State"
2000,"ConsumptiveUse",10798,"GILA MONSTER FARM ( aka Gila Monster Ranch - Sturges-Warren Act Contractors","AZ"
2001,"ConsumptiveUse",12474,"GILA MONSTER FARM ( aka Gila Monster Ranch - Sturges-Warren Act Contractors","AZ"
2002,"ConsumptiveUse",11433,"GILA MONSTER FARM ( aka Gila Monster Ranch - Sturges-Warren Act Contractors","AZ"
2003,"ConsumptiveUse",6585,"GILA MONSTER FARM ( aka Gila Monster Ranch - Sturges-Warren Act Contractors","AZ"
2004,"ConsumptiveUse",5763,"GILA MONSTER FARM ( aka Gila Monster Ranch - Sturges-Warren Act Contractors","AZ"
2005,"ConsumptiveUse",4744,"GILA MONSTER FARM ( aka Gila Monster Ranch - Sturges-Warren Act Contractors","AZ"
2006,"ConsumptiveUse",5384.07225523865,"GILA MONSTER FARM ( aka Gila Monster Ranch - Sturges-Warren Act Contractors","AZ"
2007,"ConsumptiveUse",5303,"GILA MONSTER FARM ( aka Gila Monster Ranch - Sturges-Warren Act Contractors","AZ"
2008,"ConsumptiveUse",4157,"GILA MONSTER FARM ( aka Gila Monster Ranch - Sturges-Warren Act Contractors","AZ"
2009,"ConsumptiveUse",4518,"GILA MONSTER FARM ( aka Gila Monster Ranch - Sturges-Warren Act Contractors","AZ"
2010,"ConsumptiveUse",4181,"GILA MONSTER FARM ( aka Gila Monster Ranch - Sturges-Warren Act Contractors","AZ"
2011,"ConsumptiveUse",4384,"GILA MONSTER FARM ( aka Gila Monster Ranch - Sturges-Warren Act Contractors","AZ"
2012,"ConsumptiveUse",4725,"GILA MONSTER FARM ( aka Gila Monster Ranch - Sturges-Warren Act Contractors","AZ"
2013,"ConsumptiveUse",4504,"GILA MONSTER FARM ( aka Gila Monster Ranch - Sturges-Warren Act Contractors","AZ"
2014,"ConsumptiveUse",4672,"GILA MONSTER FARM ( aka Gila Monster Ranch - Sturges-Warren Act Contractors","AZ"
2000,"Diversion",418784,"WELLTON-MOHAWK  I. D. D.","AZ"
2001,"Diversion",406725,"WELLTON-MOHAWK  I. D. D.","AZ"
2002,"Diversion",439585,"WELLTON-MOHAWK  I. D. D.","AZ"
2003,"Diversion",414909,"WELLTON-MOHAWK  I. D. D.","AZ"
2004,"Diversion",407699,"WELLTON-MOHAWK  I. D. D.","AZ"
2005,"Diversion",372370,"WELLTON-MOHAWK  I. D. D.","AZ"
2006,"Diversion",401996,"WELLTON-MOHAWK  I. D. D.","AZ"
2007,"Diversion",420160,"WELLTON-MOHAWK  I. D. D.","AZ"
2008,"Diversion",401976,"WELLTON-MOHAWK  I. D. D.","AZ"
2009,"Diversion",400884,"WELLTON-MOHAWK  I. D. D.","AZ"
2010,"Diversion",379004,"WELLTON-MOHAWK  I. D. D.","AZ"
2011,"Diversion",394656,"WELLTON-MOHAWK  I. D. D.","AZ"
2012,"Diversion",397854,"WELLTON-MOHAWK  I. D. D.","AZ"
2013,"Diversion",378894,"WELLTON-MOHAWK  I. D. D.","AZ"
2014,"Diversion",385086,"WELLTON-MOHAWK  I. D. D.","AZ"
2000,"ReturnFlow",0,"WELLTON-MOHAWK  I. D. D.","AZ"
2001,"ReturnFlow",0,"WELLTON-MOHAWK  I. D. D.","AZ"
2002,"ReturnFlow",0,"WELLTON-MOHAWK  I. D. D.","AZ"
2003,"ReturnFlow",0,"WELLTON-MOHAWK  I. D. D.","AZ"
2004,"ReturnFlow",0,"WELLTON-MOHAWK  I. D. D.","AZ"
2005,"ReturnFlow",0,"WELLTON-MOHAWK  I. D. D.","AZ"
2006,"ReturnFlow",0,"WELLTON-MOHAWK  I. D. D.","AZ"
2007,"ReturnFlow",0,"WELLTON-MOHAWK  I. D. D.","AZ"
2008,"ReturnFlow",0,"WELLTON-MOHAWK  I. D. D.","AZ"
2009,"ReturnFlow",0,"WELLTON-MOHAWK  I. D. D.","AZ"
2010,"ReturnFlow",0,"WELLTON-MOHAWK  I. D. D.","AZ"
2011,"ReturnFlow",0,"WELLTON-MOHAWK  I. D. D.","AZ"
2012,"ReturnFlow",0,"WELLTON-MOHAWK  I. D. D.","AZ"
2013,"ReturnFlow",0,"WELLTON-MOHAWK  I. D. D.","AZ"
2014,"ReturnFlow",0,"WELLTON-MOHAWK  I. D. D.","AZ"
2000,"ConsumptiveUse",275747,"WELLTON-MOHAWK  I. D. D.","AZ"
2001,"ConsumptiveUse",276681,"WELLTON-MOHAWK  I. D. D.","AZ"
2002,"ConsumptiveUse",285755,"WELLTON-MOHAWK  I. D. D.","AZ"
2003,"ConsumptiveUse",272739,"WELLTON-MOHAWK  I. D. D.","AZ"
2004,"ConsumptiveUse",256574,"WELLTON-MOHAWK  I. D. D.","AZ"
2005,"ConsumptiveUse",236323,"WELLTON-MOHAWK  I. D. D.","AZ"
2006,"ConsumptiveUse",274927,"WELLTON-MOHAWK  I. D. D.","AZ"
2007,"ConsumptiveUse",272778,"WELLTON-MOHAWK  I. D. D.","AZ"
2008,"ConsumptiveUse",258817,"WELLTON-MOHAWK  I. D. D.","AZ"
2009,"ConsumptiveUse",262227,"WELLTON-MOHAWK  I. D. D.","AZ"
2010,"ConsumptiveUse",238236,"WELLTON-MOHAWK  I. D. D.","AZ"
2011,"ConsumptiveUse",254811,"WELLTON-MOHAWK  I. D. D.","AZ"
2012,"ConsumptiveUse",257390,"WELLTON-MOHAWK  I. D. D.","AZ"
2013,"ConsumptiveUse",244037,"WELLTON-MOHAWK  I. D. D.","AZ"
2014,"ConsumptiveUse",256323,"WELLTON-MOHAWK  I. D. D.","AZ"
2000,"Diversion",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2001,"Diversion",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2002,"Diversion",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2003,"Diversion",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2004,"Diversion",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2005,"Diversion",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2006,"Diversion",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2007,"Diversion",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2008,"Diversion",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2009,"Diversion",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2010,"Diversion",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2011,"Diversion",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2012,"Diversion",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2013,"Diversion",10328,"ARIZONA STATE LAND DEPARTMENT","AZ"
2014,"Diversion",10396,"ARIZONA STATE LAND DEPARTMENT","AZ"
2000,"ReturnFlow",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2001,"ReturnFlow",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2002,"ReturnFlow",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2003,"ReturnFlow",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2004,"ReturnFlow",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2005,"ReturnFlow",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2006,"ReturnFlow",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2007,"ReturnFlow",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2008,"ReturnFlow",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2009,"ReturnFlow",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2010,"ReturnFlow",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2011,"ReturnFlow",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2012,"ReturnFlow",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2013,"ReturnFlow",3745,"ARIZONA STATE LAND DEPARTMENT","AZ"
2014,"ReturnFlow",3722,"ARIZONA STATE LAND DEPARTMENT","AZ"
2000,"ConsumptiveUse",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2001,"ConsumptiveUse",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2002,"ConsumptiveUse",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2003,"ConsumptiveUse",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2004,"ConsumptiveUse",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2005,"ConsumptiveUse",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2006,"ConsumptiveUse",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2007,"ConsumptiveUse",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2008,"ConsumptiveUse",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2009,"ConsumptiveUse",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2010,"ConsumptiveUse",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2011,"ConsumptiveUse",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2012,"ConsumptiveUse",0,"ARIZONA STATE LAND DEPARTMENT","AZ"
2013,"ConsumptiveUse",6583,"ARIZONA STATE LAND DEPARTMENT","AZ"
2014,"ConsumptiveUse",6674,"ARIZONA STATE LAND DEPARTMENT","AZ"
2000,"Diversion",32906,"CITY OF YUMA","AZ"
2001,"Diversion",27558,"CITY OF YUMA","AZ"
2002,"Diversion",18675,"CITY OF YUMA","AZ"
2003,"Diversion",30016,"CITY OF YUMA","AZ"
2004,"Diversion",29144.8702685338,"CITY OF YUMA","AZ"
2005,"Diversion",28724,"CITY OF YUMA","AZ"
2006,"Diversion",27417,"CITY OF YUMA","AZ"
2007,"Diversion",25238.6453229451,"CITY OF YUMA","AZ"
2008,"Diversion",27252,"CITY OF YUMA","AZ"
2009,"Diversion",25584,"CITY OF YUMA","AZ"
2010,"Diversion",25010,"CITY OF YUMA","AZ"
2011,"Diversion",26696,"CITY OF YUMA","AZ"
2012,"Diversion",24602,"CITY OF YUMA","AZ"
2013,"Diversion",25035,"CITY OF YUMA","AZ"
2014,"Diversion",25497,"CITY OF YUMA","AZ"
2000,"ReturnFlow",9509,"CITY OF YUMA","AZ"
2001,"ReturnFlow",9826,"CITY OF YUMA","AZ"
2002,"ReturnFlow",10639,"CITY OF YUMA","AZ"
2003,"ReturnFlow",10511,"CITY OF YUMA","AZ"
2004,"ReturnFlow",10015,"CITY OF YUMA","AZ"
2005,"ReturnFlow",11404,"CITY OF YUMA","AZ"
2006,"ReturnFlow",9047,"CITY OF YUMA","AZ"
2007,"ReturnFlow",9596.33776923077,"CITY OF YUMA","AZ"
2008,"ReturnFlow",11357,"CITY OF YUMA","AZ"
2009,"ReturnFlow",10177,"CITY OF YUMA","AZ"
2010,"ReturnFlow",11681,"CITY OF YUMA","AZ"
2011,"ReturnFlow",10012,"CITY OF YUMA","AZ"
2012,"ReturnFlow",10088,"CITY OF YUMA","AZ"
2013,"ReturnFlow",10646,"CITY OF YUMA","AZ"
2014,"ReturnFlow",10631,"CITY OF YUMA","AZ"
2000,"ConsumptiveUse",23397,"CITY OF YUMA","AZ"
2001,"ConsumptiveUse",17732,"CITY OF YUMA","AZ"
2002,"ConsumptiveUse",18036,"CITY OF YUMA","AZ"
2003,"ConsumptiveUse",19505,"CITY OF YUMA","AZ"
2004,"ConsumptiveUse",19129.8702685338,"CITY OF YUMA","AZ"
2005,"ConsumptiveUse",17320,"CITY OF YUMA","AZ"
2006,"ConsumptiveUse",18370,"CITY OF YUMA","AZ"
2007,"ConsumptiveUse",15642.3075537143,"CITY OF YUMA","AZ"
2008,"ConsumptiveUse",15895,"CITY OF YUMA","AZ"
2009,"ConsumptiveUse",15407,"CITY OF YUMA","AZ"
2010,"ConsumptiveUse",13329,"CITY OF YUMA","AZ"
2011,"ConsumptiveUse",16684,"CITY OF YUMA","AZ"
2012,"ConsumptiveUse",14514,"CITY OF YUMA","AZ"
2013,"ConsumptiveUse",14389,"CITY OF YUMA","AZ"
2014,"ConsumptiveUse",14866,"CITY OF YUMA","AZ"
2000,"Diversion",2030,"MARINE CORPS AIR STATION (YUMA)","AZ"
2001,"Diversion",2307,"MARINE CORPS AIR STATION (YUMA)","AZ"
2002,"Diversion",2307,"MARINE CORPS AIR STATION (YUMA)","AZ"
2003,"Diversion",1871,"MARINE CORPS AIR STATION (YUMA)","AZ"
2004,"Diversion",2071,"MARINE CORPS AIR STATION (YUMA)","AZ"
2005,"Diversion",1789,"MARINE CORPS AIR STATION (YUMA)","AZ"
2006,"Diversion",2104,"MARINE CORPS AIR STATION (YUMA)","AZ"
2007,"Diversion",1654,"MARINE CORPS AIR STATION (YUMA)","AZ"
2008,"Diversion",1529,"MARINE CORPS AIR STATION (YUMA)","AZ"
2009,"Diversion",1578,"MARINE CORPS AIR STATION (YUMA)","AZ"
2010,"Diversion",1321,"MARINE CORPS AIR STATION (YUMA)","AZ"
2011,"Diversion",1300,"MARINE CORPS AIR STATION (YUMA)","AZ"
2012,"Diversion",1428,"MARINE CORPS AIR STATION (YUMA)","AZ"
2013,"Diversion",1187,"MARINE CORPS AIR STATION (YUMA)","AZ"
2014,"Diversion",1538,"MARINE CORPS AIR STATION (YUMA)","AZ"
2000,"ReturnFlow",0,"MARINE CORPS AIR STATION (YUMA)","AZ"
2001,"ReturnFlow",0,"MARINE CORPS AIR STATION (YUMA)","AZ"
2002,"ReturnFlow",0,"MARINE CORPS AIR STATION (YUMA)","AZ"
2003,"ReturnFlow",0,"MARINE CORPS AIR STATION (YUMA)","AZ"
2004,"ReturnFlow",0,"MARINE CORPS AIR STATION (YUMA)","AZ"
2005,"ReturnFlow",0,"MARINE CORPS AIR STATION (YUMA)","AZ"
2006,"ReturnFlow",0,"MARINE CORPS AIR STATION (YUMA)","AZ"
2007,"ReturnFlow",0,"MARINE CORPS AIR STATION (YUMA)","AZ"
2008,"ReturnFlow",0,"MARINE CORPS AIR STATION (YUMA)","AZ"
2009,"ReturnFlow",0,"MARINE CORPS AIR STATION (YUMA)","AZ"
2010,"ReturnFlow",0,"MARINE CORPS AIR STATION (YUMA)","AZ"
2011,"ReturnFlow",0,"MARINE CORPS AIR STATION (YUMA)","AZ"
2012,"ReturnFlow",0,"MARINE CORPS AIR STATION (YUMA)","AZ"
2013,"ReturnFlow",0,"MARINE CORPS AIR STATION (YUMA)","AZ"
2014,"ReturnFlow",0,"MARINE CORPS AIR STATION (YUMA)","AZ"
2000,"ConsumptiveUse",2030,"MARINE CORPS AIR STATION (YUMA)","AZ"
2001,"ConsumptiveUse",2307,"MARINE CORPS AIR STATION (YUMA)","AZ"
2002,"ConsumptiveUse",2307,"MARINE CORPS AIR STATION (YUMA)","AZ"
2003,"ConsumptiveUse",1871,"MARINE CORPS AIR STATION (YUMA)","AZ"
2004,"ConsumptiveUse",2071,"MARINE CORPS AIR STATION (YUMA)","AZ"
2005,"ConsumptiveUse",1789,"MARINE CORPS AIR STATION (YUMA)","AZ"
2006,"ConsumptiveUse",2104,"MARINE CORPS AIR STATION (YUMA)","AZ"
2007,"ConsumptiveUse",1654,"MARINE CORPS AIR STATION (YUMA)","AZ"
2008,"ConsumptiveUse",1529,"MARINE CORPS AIR STATION (YUMA)","AZ"
2009,"ConsumptiveUse",1578,"MARINE CORPS AIR STATION (YUMA)","AZ"
2010,"ConsumptiveUse",1321,"MARINE CORPS AIR STATION (YUMA)","AZ"
2011,"ConsumptiveUse",1300,"MARINE CORPS AIR STATION (YUMA)","AZ"
2012,"ConsumptiveUse",1428,"MARINE CORPS AIR STATION (YUMA)","AZ"
2013,"ConsumptiveUse",1187,"MARINE CORPS AIR STATION (YUMA)","AZ"
2014,"ConsumptiveUse",1538,"MARINE CORPS AIR STATION (YUMA)","AZ"
2000,"Diversion",48,"SOUTHERN PACIFIC COMPANY","AZ"
2001,"Diversion",48,"SOUTHERN PACIFIC COMPANY","AZ"
2002,"Diversion",48,"SOUTHERN PACIFIC COMPANY","AZ"
2003,"Diversion",48,"SOUTHERN PACIFIC COMPANY","AZ"
2004,"Diversion",48,"SOUTHERN PACIFIC COMPANY","AZ"
2005,"Diversion",48,"SOUTHERN PACIFIC COMPANY","AZ"
2006,"Diversion",48,"SOUTHERN PACIFIC COMPANY","AZ"
2007,"Diversion",48,"SOUTHERN PACIFIC COMPANY","AZ"
2008,"Diversion",48,"SOUTHERN PACIFIC COMPANY","AZ"
2009,"Diversion",44,"SOUTHERN PACIFIC COMPANY","AZ"
2010,"Diversion",40,"SOUTHERN PACIFIC COMPANY","AZ"
2011,"Diversion",48,"SOUTHERN PACIFIC COMPANY","AZ"
2012,"Diversion",48,"SOUTHERN PACIFIC COMPANY","AZ"
2013,"Diversion",48,"SOUTHERN PACIFIC COMPANY","AZ"
2014,"Diversion",48,"SOUTHERN PACIFIC COMPANY","AZ"
2000,"ReturnFlow",0,"SOUTHERN PACIFIC COMPANY","AZ"
2001,"ReturnFlow",0,"SOUTHERN PACIFIC COMPANY","AZ"
2002,"ReturnFlow",0,"SOUTHERN PACIFIC COMPANY","AZ"
2003,"ReturnFlow",24,"SOUTHERN PACIFIC COMPANY","AZ"
2004,"ReturnFlow",24,"SOUTHERN PACIFIC COMPANY","AZ"
2005,"ReturnFlow",24,"SOUTHERN PACIFIC COMPANY","AZ"
2006,"ReturnFlow",24,"SOUTHERN PACIFIC COMPANY","AZ"
2007,"ReturnFlow",24,"SOUTHERN PACIFIC COMPANY","AZ"
2008,"ReturnFlow",24,"SOUTHERN PACIFIC COMPANY","AZ"
2009,"ReturnFlow",22,"SOUTHERN PACIFIC COMPANY","AZ"
2010,"ReturnFlow",20,"SOUTHERN PACIFIC COMPANY","AZ"
2011,"ReturnFlow",24,"SOUTHERN PACIFIC COMPANY","AZ"
2012,"ReturnFlow",24,"SOUTHERN PACIFIC COMPANY","AZ"
2013,"ReturnFlow",24,"SOUTHERN PACIFIC COMPANY","AZ"
2014,"ReturnFlow",24,"SOUTHERN PACIFIC COMPANY","AZ"
2000,"ConsumptiveUse",48,"SOUTHERN PACIFIC COMPANY","AZ"
2001,"ConsumptiveUse",48,"SOUTHERN PACIFIC COMPANY","AZ"
2002,"ConsumptiveUse",48,"SOUTHERN PACIFIC COMPANY","AZ"
2003,"ConsumptiveUse",24,"SOUTHERN PACIFIC COMPANY","AZ"
2004,"ConsumptiveUse",24,"SOUTHERN PACIFIC COMPANY","AZ"
2005,"ConsumptiveUse",24,"SOUTHERN PACIFIC COMPANY","AZ"
2006,"ConsumptiveUse",24,"SOUTHERN PACIFIC COMPANY","AZ"
2007,"ConsumptiveUse",24,"SOUTHERN PACIFIC COMPANY","AZ"
2008,"ConsumptiveUse",24,"SOUTHERN PACIFIC COMPANY","AZ"
2009,"ConsumptiveUse",22,"SOUTHERN PACIFIC COMPANY","AZ"
2010,"ConsumptiveUse",20,"SOUTHERN PACIFIC COMPANY","AZ"
2011,"ConsumptiveUse",24,"SOUTHERN PACIFIC COMPANY","AZ"
2012,"ConsumptiveUse",24,"SOUTHERN PACIFIC COMPANY","AZ"
2013,"ConsumptiveUse",24,"SOUTHERN PACIFIC COMPANY","AZ"
2014,"ConsumptiveUse",24,"SOUTHERN PACIFIC COMPANY","AZ"
2000,"Diversion",0,"COUNTY OF YUMA","AZ"
2001,"Diversion",0,"COUNTY OF YUMA","AZ"
2002,"Diversion",0,"COUNTY OF YUMA","AZ"
2003,"Diversion",0,"COUNTY OF YUMA","AZ"
2004,"Diversion",0,"COUNTY OF YUMA","AZ"
2005,"Diversion",0,"COUNTY OF YUMA","AZ"
2006,"Diversion",0,"COUNTY OF YUMA","AZ"
2007,"Diversion",0,"COUNTY OF YUMA","AZ"
2008,"Diversion",0,"COUNTY OF YUMA","AZ"
2009,"Diversion",0,"COUNTY OF YUMA","AZ"
2010,"Diversion",0,"COUNTY OF YUMA","AZ"
2011,"Diversion",0,"COUNTY OF YUMA","AZ"
2012,"Diversion",0,"COUNTY OF YUMA","AZ"
2013,"Diversion",0,"COUNTY OF YUMA","AZ"
2014,"Diversion",0,"COUNTY OF YUMA","AZ"
2000,"ReturnFlow",0,"COUNTY OF YUMA","AZ"
2001,"ReturnFlow",0,"COUNTY OF YUMA","AZ"
2002,"ReturnFlow",0,"COUNTY OF YUMA","AZ"
2003,"ReturnFlow",0,"COUNTY OF YUMA","AZ"
2004,"ReturnFlow",0,"COUNTY OF YUMA","AZ"
2005,"ReturnFlow",0,"COUNTY OF YUMA","AZ"
2006,"ReturnFlow",0,"COUNTY OF YUMA","AZ"
2007,"ReturnFlow",0,"COUNTY OF YUMA","AZ"
2008,"ReturnFlow",0,"COUNTY OF YUMA","AZ"
2009,"ReturnFlow",0,"COUNTY OF YUMA","AZ"
2010,"ReturnFlow",0,"COUNTY OF YUMA","AZ"
2011,"ReturnFlow",0,"COUNTY OF YUMA","AZ"
2012,"ReturnFlow",0,"COUNTY OF YUMA","AZ"
2013,"ReturnFlow",0,"COUNTY OF YUMA","AZ"
2014,"ReturnFlow",0,"COUNTY OF YUMA","AZ"
2000,"ConsumptiveUse",0,"COUNTY OF YUMA","AZ"
2001,"ConsumptiveUse",0,"COUNTY OF YUMA","AZ"
2002,"ConsumptiveUse",0,"COUNTY OF YUMA","AZ"
2003,"ConsumptiveUse",0,"COUNTY OF YUMA","AZ"
2004,"ConsumptiveUse",0,"COUNTY OF YUMA","AZ"
2005,"ConsumptiveUse",0,"COUNTY OF YUMA","AZ"
2006,"ConsumptiveUse",0,"COUNTY OF YUMA","AZ"
2007,"ConsumptiveUse",0,"COUNTY OF YUMA","AZ"
2008,"ConsumptiveUse",0,"COUNTY OF YUMA","AZ"
2009,"ConsumptiveUse",0,"COUNTY OF YUMA","AZ"
2010,"ConsumptiveUse",0,"COUNTY OF YUMA","AZ"
2011,"ConsumptiveUse",0,"COUNTY OF YUMA","AZ"
2012,"ConsumptiveUse",0,"COUNTY OF YUMA","AZ"
2013,"ConsumptiveUse",0,"COUNTY OF YUMA","AZ"
2014,"ConsumptiveUse",0,"COUNTY OF YUMA","AZ"
2000,"Diversion",12,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2001,"Diversion",12,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2002,"Diversion",12,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2003,"Diversion",12,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2004,"Diversion",12,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2005,"Diversion",1,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2006,"Diversion",1,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2007,"Diversion",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2008,"Diversion",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2009,"Diversion",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2010,"Diversion",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2011,"Diversion",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2012,"Diversion",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2013,"Diversion",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2014,"Diversion",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2000,"ReturnFlow",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2001,"ReturnFlow",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2002,"ReturnFlow",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2003,"ReturnFlow",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2004,"ReturnFlow",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2005,"ReturnFlow",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2006,"ReturnFlow",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2007,"ReturnFlow",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2008,"ReturnFlow",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2009,"ReturnFlow",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2010,"ReturnFlow",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2011,"ReturnFlow",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2012,"ReturnFlow",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2013,"ReturnFlow",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2014,"ReturnFlow",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2000,"ConsumptiveUse",12,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2001,"ConsumptiveUse",12,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2002,"ConsumptiveUse",12,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2003,"ConsumptiveUse",12,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2004,"ConsumptiveUse",12,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2005,"ConsumptiveUse",1,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2006,"ConsumptiveUse",1,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2007,"ConsumptiveUse",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2008,"ConsumptiveUse",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2009,"ConsumptiveUse",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2010,"ConsumptiveUse",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2011,"ConsumptiveUse",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2012,"ConsumptiveUse",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2013,"ConsumptiveUse",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2014,"ConsumptiveUse",0,"YUMA MESA FRUIT GROWERS ASSN.","AZ"
2000,"Diversion",0,"Ritz Distributing Co","AZ"
2001,"Diversion",0,"Ritz Distributing Co","AZ"
2002,"Diversion",0,"Ritz Distributing Co","AZ"
2003,"Diversion",0,"Ritz Distributing Co","AZ"
2004,"Diversion",0,"Ritz Distributing Co","AZ"
2005,"Diversion",0,"Ritz Distributing Co","AZ"
2006,"Diversion",0,"Ritz Distributing Co","AZ"
2007,"Diversion",0,"Ritz Distributing Co","AZ"
2008,"Diversion",0,"Ritz Distributing Co","AZ"
2009,"Diversion",0,"Ritz Distributing Co","AZ"
2010,"Diversion",0,"Ritz Distributing Co","AZ"
2011,"Diversion",0,"Ritz Distributing Co","AZ"
2012,"Diversion",0,"Ritz Distributing Co","AZ"
2013,"Diversion",0,"Ritz Distributing Co","AZ"
2014,"Diversion",0,"Ritz Distributing Co","AZ"
2000,"ReturnFlow",0,"Ritz Distributing Co","AZ"
2001,"ReturnFlow",0,"Ritz Distributing Co","AZ"
2002,"ReturnFlow",0,"Ritz Distributing Co","AZ"
2003,"ReturnFlow",0,"Ritz Distributing Co","AZ"
2004,"ReturnFlow",0,"Ritz Distributing Co","AZ"
2005,"ReturnFlow",0,"Ritz Distributing Co","AZ"
2006,"ReturnFlow",0,"Ritz Distributing Co","AZ"
2007,"ReturnFlow",0,"Ritz Distributing Co","AZ"
2008,"ReturnFlow",0,"Ritz Distributing Co","AZ"
2009,"ReturnFlow",0,"Ritz Distributing Co","AZ"
2010,"ReturnFlow",0,"Ritz Distributing Co","AZ"
2011,"ReturnFlow",0,"Ritz Distributing Co","AZ"
2012,"ReturnFlow",0,"Ritz Distributing Co","AZ"
2013,"ReturnFlow",0,"Ritz Distributing Co","AZ"
2014,"ReturnFlow",0,"Ritz Distributing Co","AZ"
2000,"ConsumptiveUse",0,"Ritz Distributing Co","AZ"
2001,"ConsumptiveUse",0,"Ritz Distributing Co","AZ"
2002,"ConsumptiveUse",0,"Ritz Distributing Co","AZ"
