"Year","Variable","Value","WaterUser","State"
2003,"ConsumptiveUse",296808,"COACHELLA VALLEY WATER DISTRICT","CA"
2004,"ConsumptiveUse",318616,"COACHELLA VALLEY WATER DISTRICT","CA"
2005,"ConsumptiveUse",304768,"COACHELLA VALLEY WATER DISTRICT","CA"
2006,"ConsumptiveUse",329322,"COACHELLA VALLEY WATER DISTRICT","CA"
2007,"ConsumptiveUse",311971,"COACHELLA VALLEY WATER DISTRICT","CA"
2008,"ConsumptiveUse",299064,"COACHELLA VALLEY WATER DISTRICT","CA"
2009,"ConsumptiveUse",308560,"COACHELLA VALLEY WATER DISTRICT","CA"
2010,"ConsumptiveUse",306141,"COACHELLA VALLEY WATER DISTRICT","CA"
2011,"ConsumptiveUse",309348,"COACHELLA VALLEY WATER DISTRICT","CA"
2012,"ConsumptiveUse",329576,"COACHELLA VALLEY WATER DISTRICT","CA"
2013,"ConsumptiveUse",331137,"COACHELLA VALLEY WATER DISTRICT","CA"
2014,"ConsumptiveUse",349372,"COACHELLA VALLEY WATER DISTRICT","CA"
2000,"Diversion",20561,"OTHER USERS PUMPING FROM COLORADO","CA"
2001,"Diversion",17850,"OTHER USERS PUMPING FROM COLORADO","CA"
2002,"Diversion",20000,"OTHER USERS PUMPING FROM COLORADO","CA"
2003,"Diversion",21208,"OTHER USERS PUMPING FROM COLORADO","CA"
2004,"Diversion",22436,"OTHER USERS PUMPING FROM COLORADO","CA"
2005,"Diversion",21360,"OTHER USERS PUMPING FROM COLORADO","CA"
2006,"Diversion",18963,"OTHER USERS PUMPING FROM COLORADO","CA"
2007,"Diversion",18993,"OTHER USERS PUMPING FROM COLORADO","CA"
2008,"Diversion",18203,"OTHER USERS PUMPING FROM COLORADO","CA"
2009,"Diversion",16492,"OTHER USERS PUMPING FROM COLORADO","CA"
2010,"Diversion",8425,"OTHER USERS PUMPING FROM COLORADO","CA"
2011,"Diversion",12065,"OTHER USERS PUMPING FROM COLORADO","CA"
2012,"Diversion",14718,"OTHER USERS PUMPING FROM COLORADO","CA"
2013,"Diversion",13707,"OTHER USERS PUMPING FROM COLORADO","CA"
2014,"Diversion",13256,"OTHER USERS PUMPING FROM COLORADO","CA"
2000,"ReturnFlow",0,"OTHER USERS PUMPING FROM COLORADO","CA"
2001,"ReturnFlow",0,"OTHER USERS PUMPING FROM COLORADO","CA"
2002,"ReturnFlow",0,"OTHER USERS PUMPING FROM COLORADO","CA"
2003,"ReturnFlow",9367,"OTHER USERS PUMPING FROM COLORADO","CA"
2004,"ReturnFlow",9977,"OTHER USERS PUMPING FROM COLORADO","CA"
2005,"ReturnFlow",9418,"OTHER USERS PUMPING FROM COLORADO","CA"
2006,"ReturnFlow",8317.668,"OTHER USERS PUMPING FROM COLORADO","CA"
2007,"ReturnFlow",8386,"OTHER USERS PUMPING FROM COLORADO","CA"
2008,"ReturnFlow",8066,"OTHER USERS PUMPING FROM COLORADO","CA"
2009,"ReturnFlow",7342,"OTHER USERS PUMPING FROM COLORADO","CA"
2010,"ReturnFlow",3682,"OTHER USERS PUMPING FROM COLORADO","CA"
2011,"ReturnFlow",5377,"OTHER USERS PUMPING FROM COLORADO","CA"
2012,"ReturnFlow",6561,"OTHER USERS PUMPING FROM COLORADO","CA"
2013,"ReturnFlow",6121,"OTHER USERS PUMPING FROM COLORADO","CA"
2014,"ReturnFlow",5919,"OTHER USERS PUMPING FROM COLORADO","CA"
2000,"ConsumptiveUse",20561,"OTHER USERS PUMPING FROM COLORADO","CA"
2001,"ConsumptiveUse",17850,"OTHER USERS PUMPING FROM COLORADO","CA"
2002,"ConsumptiveUse",20000,"OTHER USERS PUMPING FROM COLORADO","CA"
2003,"ConsumptiveUse",11841,"OTHER USERS PUMPING FROM COLORADO","CA"
2004,"ConsumptiveUse",12459,"OTHER USERS PUMPING FROM COLORADO","CA"
2005,"ConsumptiveUse",11942,"OTHER USERS PUMPING FROM COLORADO","CA"
2006,"ConsumptiveUse",10645.332,"OTHER USERS PUMPING FROM COLORADO","CA"
2007,"ConsumptiveUse",10607,"OTHER USERS PUMPING FROM COLORADO","CA"
2008,"ConsumptiveUse",10137,"OTHER USERS PUMPING FROM COLORADO","CA"
2009,"ConsumptiveUse",9150,"OTHER USERS PUMPING FROM COLORADO","CA"
2010,"ConsumptiveUse",4743,"OTHER USERS PUMPING FROM COLORADO","CA"
2011,"ConsumptiveUse",6688,"OTHER USERS PUMPING FROM COLORADO","CA"
2012,"ConsumptiveUse",8157,"OTHER USERS PUMPING FROM COLORADO","CA"
2013,"ConsumptiveUse",7586,"OTHER USERS PUMPING FROM COLORADO","CA"
2014,"ConsumptiveUse",7337,"OTHER USERS PUMPING FROM COLORADO","CA"
2000,"Diversion",5929539,"CALIFORNIA TOTALS","CA"
2001,"Diversion",5856238,"CALIFORNIA TOTALS","CA"
2002,"Diversion",5947015,"CALIFORNIA TOTALS","CA"
2003,"Diversion",5116601,"CALIFORNIA TOTALS","CA"
2004,"Diversion",5030423,"CALIFORNIA TOTALS","CA"
2005,"Diversion",4989316,"CALIFORNIA TOTALS","CA"
2006,"Diversion",4946045,"CALIFORNIA TOTALS","CA"
2007,"Diversion",5068790,"CALIFORNIA TOTALS","CA"
2008,"Diversion",5177292,"CALIFORNIA TOTALS","CA"
2009,"Diversion",5012225,"CALIFORNIA TOTALS","CA"
2010,"Diversion",4971889,"CALIFORNIA TOTALS","CA"
2011,"Diversion",4861340,"CALIFORNIA TOTALS","CA"
2012,"Diversion",5027076,"CALIFORNIA TOTALS","CA"
2013,"Diversion",5077789,"CALIFORNIA TOTALS","CA"
2014,"Diversion",5221631,"CALIFORNIA TOTALS","CA"
2000,"ReturnFlow",570307,"CALIFORNIA TOTALS","CA"
2001,"ReturnFlow",601520,"CALIFORNIA TOTALS","CA"
2002,"ReturnFlow",581407,"CALIFORNIA TOTALS","CA"
2003,"ReturnFlow",707855,"CALIFORNIA TOTALS","CA"
2004,"ReturnFlow",714238,"CALIFORNIA TOTALS","CA"
2005,"ReturnFlow",660058,"CALIFORNIA TOTALS","CA"
2006,"ReturnFlow",652395,"CALIFORNIA TOTALS","CA"
2007,"ReturnFlow",698095,"CALIFORNIA TOTALS","CA"
2008,"ReturnFlow",678482,"CALIFORNIA TOTALS","CA"
2009,"ReturnFlow",654152,"CALIFORNIA TOTALS","CA"
2010,"ReturnFlow",626269,"CALIFORNIA TOTALS","CA"
2011,"ReturnFlow",663319,"CALIFORNIA TOTALS","CA"
2012,"ReturnFlow",737214,"CALIFORNIA TOTALS","CA"
2013,"ReturnFlow",723343,"CALIFORNIA TOTALS","CA"
2014,"ReturnFlow",720264,"CALIFORNIA TOTALS","CA"
2000,"ConsumptiveUse",5359232,"CALIFORNIA TOTALS","CA"
2001,"ConsumptiveUse",5254718,"CALIFORNIA TOTALS","CA"
2002,"ConsumptiveUse",5365609,"CALIFORNIA TOTALS","CA"
2003,"ConsumptiveUse",4408746,"CALIFORNIA TOTALS","CA"
2004,"ConsumptiveUse",4316185,"CALIFORNIA TOTALS","CA"
2005,"ConsumptiveUse",4344258,"CALIFORNIA TOTALS","CA"
2006,"ConsumptiveUse",4335299,"CALIFORNIA TOTALS","CA"
2007,"ConsumptiveUse",4370695,"CALIFORNIA TOTALS","CA"
2008,"ConsumptiveUse",4498810,"CALIFORNIA TOTALS","CA"
2009,"ConsumptiveUse",4358074,"CALIFORNIA TOTALS","CA"
2010,"ConsumptiveUse",4345620,"CALIFORNIA TOTALS","CA"
2011,"ConsumptiveUse",4312661,"CALIFORNIA TOTALS","CA"
2012,"ConsumptiveUse",4416718,"CALIFORNIA TOTALS","CA"
2013,"ConsumptiveUse",4475789,"CALIFORNIA TOTALS","CA"
2014,"ConsumptiveUse",4649734,"CALIFORNIA TOTALS","CA"
2000,"Diversion",83,"BOULDER CANYON PROJECT","NV"
2001,"Diversion",65,"BOULDER CANYON PROJECT","NV"
2002,"Diversion",88,"BOULDER CANYON PROJECT","NV"
2003,"Diversion",55,"BOULDER CANYON PROJECT","NV"
2004,"Diversion",80,"BOULDER CANYON PROJECT","NV"
2005,"Diversion",72,"BOULDER CANYON PROJECT","NV"
2006,"Diversion",59,"BOULDER CANYON PROJECT","NV"
2007,"Diversion",56,"BOULDER CANYON PROJECT","NV"
2008,"Diversion",52,"BOULDER CANYON PROJECT","NV"
2009,"Diversion",50,"BOULDER CANYON PROJECT","NV"
2010,"Diversion",65,"BOULDER CANYON PROJECT","NV"
2011,"Diversion",40,"BOULDER CANYON PROJECT","NV"
2012,"Diversion",29,"BOULDER CANYON PROJECT","NV"
2013,"Diversion",35,"BOULDER CANYON PROJECT","NV"
2014,"Diversion",39,"BOULDER CANYON PROJECT","NV"
2000,"ReturnFlow",37,"BOULDER CANYON PROJECT","NV"
2001,"ReturnFlow",27,"BOULDER CANYON PROJECT","NV"
2002,"ReturnFlow",27,"BOULDER CANYON PROJECT","NV"
2003,"ReturnFlow",22,"BOULDER CANYON PROJECT","NV"
2004,"ReturnFlow",30,"BOULDER CANYON PROJECT","NV"
2005,"ReturnFlow",37,"BOULDER CANYON PROJECT","NV"
2006,"ReturnFlow",27,"BOULDER CANYON PROJECT","NV"
2007,"ReturnFlow",40,"BOULDER CANYON PROJECT","NV"
2008,"ReturnFlow",34,"BOULDER CANYON PROJECT","NV"
2009,"ReturnFlow",40,"BOULDER CANYON PROJECT","NV"
2010,"ReturnFlow",42,"BOULDER CANYON PROJECT","NV"
2011,"ReturnFlow",28,"BOULDER CANYON PROJECT","NV"
2012,"ReturnFlow",22,"BOULDER CANYON PROJECT","NV"
2013,"ReturnFlow",19,"BOULDER CANYON PROJECT","NV"
2014,"ReturnFlow",16,"BOULDER CANYON PROJECT","NV"
2000,"ConsumptiveUse",46,"BOULDER CANYON PROJECT","NV"
2001,"ConsumptiveUse",38,"BOULDER CANYON PROJECT","NV"
2002,"ConsumptiveUse",61,"BOULDER CANYON PROJECT","NV"
2003,"ConsumptiveUse",33,"BOULDER CANYON PROJECT","NV"
2004,"ConsumptiveUse",50,"BOULDER CANYON PROJECT","NV"
2005,"ConsumptiveUse",35,"BOULDER CANYON PROJECT","NV"
2006,"ConsumptiveUse",32,"BOULDER CANYON PROJECT","NV"
2007,"ConsumptiveUse",16,"BOULDER CANYON PROJECT","NV"
2008,"ConsumptiveUse",18,"BOULDER CANYON PROJECT","NV"
2009,"ConsumptiveUse",10,"BOULDER CANYON PROJECT","NV"
2010,"ConsumptiveUse",23,"BOULDER CANYON PROJECT","NV"
2011,"ConsumptiveUse",12,"BOULDER CANYON PROJECT","NV"
2012,"ConsumptiveUse",7,"BOULDER CANYON PROJECT","NV"
2013,"ConsumptiveUse",16,"BOULDER CANYON PROJECT","NV"
2014,"ConsumptiveUse",23,"BOULDER CANYON PROJECT","NV"
2000,"Diversion",868802,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2001,"Diversion",880678,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2002,"Diversion",884273,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2003,"Diversion",450741,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2004,"Diversion",433575,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2005,"Diversion",457287,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2006,"Diversion",482187,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2007,"Diversion",484304,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2008,"Diversion",445185,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2009,"Diversion",425382,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2010,"Diversion",422418,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2011,"Diversion",406391,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2012,"Diversion",407853,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2013,"Diversion",401258,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2014,"Diversion",410037,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2000,"ReturnFlow",155271,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2001,"ReturnFlow",164911,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2002,"ReturnFlow",164245,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2003,"ReturnFlow",186230,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2004,"ReturnFlow",188154,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2005,"ReturnFlow",203864,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2006,"ReturnFlow",219323,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2007,"ReturnFlow",211438,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2008,"ReturnFlow",205931,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2009,"ReturnFlow",205467,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2010,"ReturnFlow",206510,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2011,"ReturnFlow",211693,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2012,"ReturnFlow",198299,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2013,"ReturnFlow",205978,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2014,"ReturnFlow",212899,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2000,"ConsumptiveUse",279426,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2001,"ConsumptiveUse",275428,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2002,"ConsumptiveUse",285923,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2003,"ConsumptiveUse",264511,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2004,"ConsumptiveUse",245421,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2005,"ConsumptiveUse",253423,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2006,"ConsumptiveUse",262864,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2007,"ConsumptiveUse",272866,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2008,"ConsumptiveUse",239254,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2009,"ConsumptiveUse",219915,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2010,"ConsumptiveUse",215908,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2011,"ConsumptiveUse",194698,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2012,"ConsumptiveUse",209554,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2013,"ConsumptiveUse",195280,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2014,"ConsumptiveUse",197138,"ROBERT B. GRIFFITH WATER PROJECT","NV"
2000,"Diversion",851,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2001,"Diversion",706,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2002,"Diversion",869,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2003,"Diversion",850,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2004,"Diversion",648,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2005,"Diversion",787,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2006,"Diversion",882,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2007,"Diversion",609,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2008,"Diversion",567,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2009,"Diversion",531,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2010,"Diversion",456,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2011,"Diversion",431,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2012,"Diversion",427,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2013,"Diversion",422,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2014,"Diversion",403,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2000,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2001,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2002,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2003,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2004,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2005,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2006,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2007,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2008,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2009,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2010,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2011,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2012,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2013,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2014,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2000,"ConsumptiveUse",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2001,"ConsumptiveUse",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2002,"ConsumptiveUse",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2003,"ConsumptiveUse",850,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2004,"ConsumptiveUse",648,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2005,"ConsumptiveUse",787,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2006,"ConsumptiveUse",882,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2007,"ConsumptiveUse",609,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2008,"ConsumptiveUse",567,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2009,"ConsumptiveUse",531,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2010,"ConsumptiveUse",456,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2011,"ConsumptiveUse",431,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2012,"ConsumptiveUse",427,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2013,"ConsumptiveUse",422,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2014,"ConsumptiveUse",403,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2000,"Diversion",278,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2001,"Diversion",308,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2002,"Diversion",310,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2003,"Diversion",257,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2004,"Diversion",237,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2005,"Diversion",207,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2006,"Diversion",237,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2007,"Diversion",259,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2008,"Diversion",209,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2009,"Diversion",181,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2010,"Diversion",162,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2011,"Diversion",189,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2012,"Diversion",151,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2013,"Diversion",166,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2014,"Diversion",152,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2000,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2001,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2002,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2003,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2004,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2005,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2006,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2007,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2008,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2009,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2010,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2011,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2012,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2013,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2014,"ReturnFlow",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2000,"ConsumptiveUse",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2001,"ConsumptiveUse",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2002,"ConsumptiveUse",0,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2003,"ConsumptiveUse",257,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2004,"ConsumptiveUse",237,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2005,"ConsumptiveUse",207,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2006,"ConsumptiveUse",237,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2007,"ConsumptiveUse",259,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2008,"ConsumptiveUse",209,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2009,"ConsumptiveUse",181,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2010,"ConsumptiveUse",162,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2011,"ConsumptiveUse",189,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2012,"ConsumptiveUse",151,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2013,"ConsumptiveUse",166,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2014,"ConsumptiveUse",152,"LAKE MEAD NATIONAL RECREATION AREA","NV"
2000,"Diversion",5286,"BASIC MANAGEMENT INC.","NV"
2001,"Diversion",5210,"BASIC MANAGEMENT INC.","NV"
2002,"Diversion",5372,"BASIC MANAGEMENT INC.","NV"
2003,"Diversion",5332,"BASIC MANAGEMENT INC.","NV"
2004,"Diversion",5861,"BASIC MANAGEMENT INC.","NV"
2005,"Diversion",5820,"BASIC MANAGEMENT INC.","NV"
2006,"Diversion",6184,"BASIC MANAGEMENT INC.","NV"
2007,"Diversion",5696,"BASIC MANAGEMENT INC.","NV"
2008,"Diversion",5948,"BASIC MANAGEMENT INC.","NV"
2009,"Diversion",5355,"BASIC MANAGEMENT INC.","NV"
2010,"Diversion",5079,"BASIC MANAGEMENT INC.","NV"
2011,"Diversion",5585,"BASIC MANAGEMENT INC.","NV"
2012,"Diversion",5555,"BASIC MANAGEMENT INC.","NV"
2013,"Diversion",5367,"BASIC MANAGEMENT INC.","NV"
2014,"Diversion",6188,"BASIC MANAGEMENT INC.","NV"
2000,"ReturnFlow",0,"BASIC MANAGEMENT INC.","NV"
2001,"ReturnFlow",0,"BASIC MANAGEMENT INC.","NV"
2002,"ReturnFlow",0,"BASIC MANAGEMENT INC.","NV"
2003,"ReturnFlow",0,"BASIC MANAGEMENT INC.","NV"
2004,"ReturnFlow",0,"BASIC MANAGEMENT INC.","NV"
2005,"ReturnFlow",0,"BASIC MANAGEMENT INC.","NV"
2006,"ReturnFlow",0,"BASIC MANAGEMENT INC.","NV"
2007,"ReturnFlow",0,"BASIC MANAGEMENT INC.","NV"
2008,"ReturnFlow",0,"BASIC MANAGEMENT INC.","NV"
2009,"ReturnFlow",0,"BASIC MANAGEMENT INC.","NV"
2010,"ReturnFlow",0,"BASIC MANAGEMENT INC.","NV"
2011,"ReturnFlow",0,"BASIC MANAGEMENT INC.","NV"
2012,"ReturnFlow",0,"BASIC MANAGEMENT INC.","NV"
2013,"ReturnFlow",0,"BASIC MANAGEMENT INC.","NV"
2014,"ReturnFlow",0,"BASIC MANAGEMENT INC.","NV"
2000,"ConsumptiveUse",0,"BASIC MANAGEMENT INC.","NV"
2001,"ConsumptiveUse",0,"BASIC MANAGEMENT INC.","NV"
2002,"ConsumptiveUse",0,"BASIC MANAGEMENT INC.","NV"
2003,"ConsumptiveUse",5332,"BASIC MANAGEMENT INC.","NV"
2004,"ConsumptiveUse",5861,"BASIC MANAGEMENT INC.","NV"
2005,"ConsumptiveUse",5820,"BASIC MANAGEMENT INC.","NV"
2006,"ConsumptiveUse",6184,"BASIC MANAGEMENT INC.","NV"
2007,"ConsumptiveUse",5696,"BASIC MANAGEMENT INC.","NV"
2008,"ConsumptiveUse",5948,"BASIC MANAGEMENT INC.","NV"
2009,"ConsumptiveUse",5355,"BASIC MANAGEMENT INC.","NV"
2010,"ConsumptiveUse",5079,"BASIC MANAGEMENT INC.","NV"
2011,"ConsumptiveUse",5585,"BASIC MANAGEMENT INC.","NV"
2012,"ConsumptiveUse",5555,"BASIC MANAGEMENT INC.","NV"
2013,"ConsumptiveUse",5367,"BASIC MANAGEMENT INC.","NV"
2014,"ConsumptiveUse",6188,"BASIC MANAGEMENT INC.","NV"
2000,"Diversion",13067,"CITY OF HENDERSON","NV"
2001,"Diversion",12789,"CITY OF HENDERSON","NV"
2002,"Diversion",13206,"CITY OF HENDERSON","NV"
2003,"Diversion",9861,"CITY OF HENDERSON","NV"
2004,"Diversion",13163,"CITY OF HENDERSON","NV"
2005,"Diversion",12573,"CITY OF HENDERSON","NV"
2006,"Diversion",14881,"CITY OF HENDERSON","NV"
2007,"Diversion",14751,"CITY OF HENDERSON","NV"
2008,"Diversion",16527,"CITY OF HENDERSON","NV"
2009,"Diversion",15927,"CITY OF HENDERSON","NV"
2010,"Diversion",13844,"CITY OF HENDERSON","NV"
2011,"Diversion",15794,"CITY OF HENDERSON","NV"
2012,"Diversion",14915,"CITY OF HENDERSON","NV"
2013,"Diversion",15779,"CITY OF HENDERSON","NV"
2014,"Diversion",15114,"CITY OF HENDERSON","NV"
2000,"ReturnFlow",0,"CITY OF HENDERSON","NV"
2001,"ReturnFlow",0,"CITY OF HENDERSON","NV"
2002,"ReturnFlow",0,"CITY OF HENDERSON","NV"
2003,"ReturnFlow",0,"CITY OF HENDERSON","NV"
2004,"ReturnFlow",0,"CITY OF HENDERSON","NV"
2005,"ReturnFlow",0,"CITY OF HENDERSON","NV"
2006,"ReturnFlow",0,"CITY OF HENDERSON","NV"
2007,"ReturnFlow",0,"CITY OF HENDERSON","NV"
2008,"ReturnFlow",0,"CITY OF HENDERSON","NV"
2009,"ReturnFlow",0,"CITY OF HENDERSON","NV"
2010,"ReturnFlow",0,"CITY OF HENDERSON","NV"
2011,"ReturnFlow",0,"CITY OF HENDERSON","NV"
2012,"ReturnFlow",0,"CITY OF HENDERSON","NV"
2013,"ReturnFlow",0,"CITY OF HENDERSON","NV"
2014,"ReturnFlow",0,"CITY OF HENDERSON","NV"
2000,"ConsumptiveUse",0,"CITY OF HENDERSON","NV"
2001,"ConsumptiveUse",0,"CITY OF HENDERSON","NV"
2002,"ConsumptiveUse",0,"CITY OF HENDERSON","NV"
2003,"ConsumptiveUse",9861,"CITY OF HENDERSON","NV"
2004,"ConsumptiveUse",13163,"CITY OF HENDERSON","NV"
2005,"ConsumptiveUse",12573,"CITY OF HENDERSON","NV"
2006,"ConsumptiveUse",14881,"CITY OF HENDERSON","NV"
2007,"ConsumptiveUse",14751,"CITY OF HENDERSON","NV"
2008,"ConsumptiveUse",16527,"CITY OF HENDERSON","NV"
2009,"ConsumptiveUse",15927,"CITY OF HENDERSON","NV"
2010,"ConsumptiveUse",13844,"CITY OF HENDERSON","NV"
2011,"ConsumptiveUse",15794,"CITY OF HENDERSON","NV"
