Year,State,PlotCategory,Basin,SumOfDepletion_kafy
1987,Misc,Reservoir Evaporation,Lower Basin,1320.7535
1987,Misc,Unassigned,Lower Basin,74.34803846
1987,Nevada,Agricultural,Lower Basin,0
1987,Nevada,Energy,Lower Basin,13.655
1987,Nevada,Fish and Wildlife and Recreation,Lower Basin,0.892
1987,Nevada,Municipal and Industrial,Lower Basin,94.316
1987,New Mexico,Agricultural,Upper Basin,187.254517
1987,New Mexico,Energy,Upper Basin,43.329271
1987,New Mexico,Fish and Wildlife and Recreation,Upper Basin,4.382890015
1987,New Mexico,Minerals,Upper Basin,1.5102
1987,New Mexico,Municipal and Industrial,Upper Basin,62.18834036
1987,New Mexico,Reservoir Evaporation,Upper Basin,119.8482147
1987,Utah,Agricultural,Upper Basin,568.6383274
1987,Utah,Energy,Upper Basin,30.686
1987,Utah,Minerals,Upper Basin,6.041
1987,Utah,Municipal and Industrial,Upper Basin,93.131
1987,Utah,Reservoir Evaporation,Upper Basin,246.9146947
1987,Wyoming,Agricultural,Upper Basin,381.9432
1987,Wyoming,Energy,Upper Basin,39.871
1987,Wyoming,Minerals,Upper Basin,9.327
1987,Wyoming,Municipal and Industrial,Upper Basin,13.994
1987,Wyoming,Reservoir Evaporation,Upper Basin,134.2833833
1988,Arizona,Agricultural,Lower Basin,1665.518
1988,Arizona,Agricultural,Upper Basin,4.7751
1988,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,30.933
1988,Arizona,CAP M&I Recharge,Lower Basin,0
1988,Arizona,CAP Tribes,Lower Basin,63.865
1988,Arizona,Energy,Lower Basin,0.528
1988,Arizona,Energy,Upper Basin,23.058
1988,Arizona,Export,Upper Basin,0
1988,Arizona,Fish and Wildlife and Recreation,Lower Basin,49.751
1988,Arizona,Minerals,Lower Basin,0
1988,Arizona,Minerals,Upper Basin,0
1988,Arizona,Municipal and Industrial,Lower Basin,112.142
1988,Arizona,Municipal and Industrial,Upper Basin,7.57
1988,Arizona,Reservoir Evaporation,Upper Basin,5.938
1988,California,Agricultural,Lower Basin,3808.9152
1988,California,Fish and Wildlife and Recreation,Lower Basin,0.104
1988,California,Municipal and Industrial,Lower Basin,1230.6598
1988,Colorado,Agricultural,Upper Basin,1850.284014
1988,Colorado,Energy,Upper Basin,18.415
1988,Colorado,Minerals,Upper Basin,3.544
1988,Colorado,Municipal and Industrial,Upper Basin,318.1958464
1988,Colorado,Reservoir Evaporation,Upper Basin,461.5659901
1988,Mexico,Unassigned,Lower Basin,1700
1988,Misc,,Lower Basin,128.178
1988,Misc,Fish and Wildlife and Recreation,Lower Basin,531.5416509
1988,Misc,Reservoir Evaporation,Lower Basin,1299.550203
1988,Misc,Unassigned,Lower Basin,74.34803846
1988,Nevada,Agricultural,Lower Basin,0
1988,Nevada,Energy,Lower Basin,15.985
1988,Nevada,Fish and Wildlife and Recreation,Lower Basin,0.82
1988,Nevada,Municipal and Industrial,Lower Basin,112.615
1988,New Mexico,Agricultural,Upper Basin,177.1464939
1988,New Mexico,Energy,Upper Basin,42.372724
1988,New Mexico,Fish and Wildlife and Recreation,Upper Basin,3.34070843
1988,New Mexico,Minerals,Upper Basin,1.5353
1988,New Mexico,Municipal and Industrial,Upper Basin,48.91932091
1988,New Mexico,Reservoir Evaporation,Upper Basin,116.0385251
1988,Utah,Agricultural,Upper Basin,545.3237642
1988,Utah,Energy,Upper Basin,33.801
1988,Utah,Minerals,Upper Basin,5.708
1988,Utah,Municipal and Industrial,Upper Basin,95.036
1988,Utah,Reservoir Evaporation,Upper Basin,243.0650704
1988,Wyoming,Agricultural,Upper Basin,466.2782
1988,Wyoming,Energy,Upper Basin,39.689
1988,Wyoming,Minerals,Upper Basin,11.545
1988,Wyoming,Municipal and Industrial,Upper Basin,12.658
1988,Wyoming,Reservoir Evaporation,Upper Basin,129.1218217
1989,Arizona,Agricultural,Lower Basin,1923.596
1989,Arizona,Agricultural,Upper Basin,4.87176
1989,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,43.642
1989,Arizona,CAP M&I Recharge,Lower Basin,0
1989,Arizona,CAP Tribes,Lower Basin,62.486
1989,Arizona,Energy,Lower Basin,0.62
1989,Arizona,Energy,Upper Basin,23.874
1989,Arizona,Export,Upper Basin,0
1989,Arizona,Fish and Wildlife and Recreation,Lower Basin,56.08
1989,Arizona,Minerals,Lower Basin,0
1989,Arizona,Minerals,Upper Basin,0
1989,Arizona,Municipal and Industrial,Lower Basin,143.274
1989,Arizona,Municipal and Industrial,Upper Basin,7.486
1989,Arizona,Reservoir Evaporation,Upper Basin,3.3
1989,California,Agricultural,Lower Basin,3911.5236
1989,California,Fish and Wildlife and Recreation,Lower Basin,0
1989,California,Municipal and Industrial,Lower Basin,1232.8934
1989,Colorado,Agricultural,Upper Basin,1957.078824
1989,Colorado,Energy,Upper Basin,18.228
1989,Colorado,Minerals,Upper Basin,2.882
1989,Colorado,Municipal and Industrial,Upper Basin,333.9538062
1989,Colorado,Reservoir Evaporation,Upper Basin,431.5766249
1989,Mexico,Unassigned,Lower Basin,1500
1989,Misc,,Lower Basin,138.624
1989,Misc,Fish and Wildlife and Recreation,Lower Basin,540.6006196
1989,Misc,Reservoir Evaporation,Lower Basin,1247.804406
1989,Misc,Unassigned,Lower Basin,89.608
1989,Nevada,Agricultural,Lower Basin,0
1989,Nevada,Energy,Lower Basin,14.265
1989,Nevada,Fish and Wildlife and Recreation,Lower Basin,1.077
1989,Nevada,Municipal and Industrial,Lower Basin,140.871
1989,New Mexico,Agricultural,Upper Basin,226.0838681
1989,New Mexico,Energy,Upper Basin,46.376589
1989,New Mexico,Fish and Wildlife and Recreation,Upper Basin,2.634380912
1989,New Mexico,Minerals,Upper Basin,1.3987
1989,New Mexico,Municipal and Industrial,Upper Basin,42.40882495
1989,New Mexico,Reservoir Evaporation,Upper Basin,110.5700719
1989,Utah,Agricultural,Upper Basin,560.4320296
1989,Utah,Energy,Upper Basin,32.21916
1989,Utah,Minerals,Upper Basin,5.334
1989,Utah,Municipal and Industrial,Upper Basin,89.136
1989,Utah,Reservoir Evaporation,Upper Basin,225.3015297
1989,Wyoming,Agricultural,Upper Basin,373.1626
1989,Wyoming,Energy,Upper Basin,36.037
1989,Wyoming,Minerals,Upper Basin,13.767
1989,Wyoming,Municipal and Industrial,Upper Basin,18.048
1989,Wyoming,Reservoir Evaporation,Upper Basin,126.9690857
1990,Arizona,Agricultural,Lower Basin,1866.052
1990,Arizona,Agricultural,Upper Basin,5.12
1990,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,34.548
1990,Arizona,CAP M&I Recharge,Lower Basin,0
1990,Arizona,CAP Tribes,Lower Basin,114.516
1990,Arizona,Energy,Lower Basin,0.678
1990,Arizona,Energy,Upper Basin,20.668
1990,Arizona,Export,Upper Basin,0
1990,Arizona,Fish and Wildlife and Recreation,Lower Basin,60.727
1990,Arizona,Minerals,Lower Basin,0
1990,Arizona,Minerals,Upper Basin,0
1990,Arizona,Municipal and Industrial,Lower Basin,183.751
1990,Arizona,Municipal and Industrial,Upper Basin,7.172
1990,Arizona,Reservoir Evaporation,Upper Basin,2.92
1990,California,Agricultural,Lower Basin,3974.321
1990,California,Fish and Wildlife and Recreation,Lower Basin,0
1990,California,Municipal and Industrial,Lower Basin,1245.136
1990,Colorado,Agricultural,Upper Basin,1728.639044
1990,Colorado,Energy,Upper Basin,19.185
1990,Colorado,Minerals,Upper Basin,2.22
1990,Colorado,Municipal and Industrial,Upper Basin,268.8328164
1990,Colorado,Reservoir Evaporation,Upper Basin,377.6747861
1990,Mexico,Unassigned,Lower Basin,1500
1990,Misc,,Lower Basin,133.667
1990,Misc,Fish and Wildlife and Recreation,Lower Basin,525.5859205
1990,Misc,Reservoir Evaporation,Lower Basin,1203.775719
1990,Misc,Unassigned,Lower Basin,41.988
1990,Nevada,Agricultural,Lower Basin,0
1990,Nevada,Energy,Lower Basin,17.273
1990,Nevada,Fish and Wildlife and Recreation,Lower Basin,0.837
1990,Nevada,Municipal and Industrial,Lower Basin,160.001
1990,New Mexico,Agricultural,Upper Basin,212.830404
1990,New Mexico,Energy,Upper Basin,41.83576
1990,New Mexico,Fish and Wildlife and Recreation,Upper Basin,3.979780564
1990,New Mexico,Minerals,Upper Basin,1.0181
1990,New Mexico,Municipal and Industrial,Upper Basin,57.98216298
1990,New Mexico,Reservoir Evaporation,Upper Basin,102.5094614
1990,Utah,Agricultural,Upper Basin,608.2878748
1990,Utah,Energy,Upper Basin,30.556
1990,Utah,Minerals,Upper Basin,4.977
1990,Utah,Municipal and Industrial,Upper Basin,87.676
1990,Utah,Reservoir Evaporation,Upper Basin,202.5919158
1990,Wyoming,Agricultural,Upper Basin,405.1928
1990,Wyoming,Energy,Upper Basin,38.555
1990,Wyoming,Minerals,Upper Basin,15.996
1990,Wyoming,Municipal and Industrial,Upper Basin,19.464
1990,Wyoming,Reservoir Evaporation,Upper Basin,117.3568662
1991,Arizona,Agricultural,Lower Basin,1583.677
1991,Arizona,Agricultural,Upper Basin,6
1991,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,32.851
1991,Arizona,CAP M&I Recharge,Lower Basin,0
1991,Arizona,CAP Tribes,Lower Basin,71.562
1991,Arizona,Energy,Lower Basin,0.385
1991,Arizona,Energy,Upper Basin,23.866
1991,Arizona,Export,Upper Basin,0
1991,Arizona,Fish and Wildlife and Recreation,Lower Basin,64.94
1991,Arizona,Minerals,Lower Basin,0
1991,Arizona,Minerals,Upper Basin,0
1991,Arizona,Municipal and Industrial,Lower Basin,110.945
1991,Arizona,Municipal and Industrial,Upper Basin,5.964
1991,Arizona,Reservoir Evaporation,Upper Basin,3.1
1991,California,Agricultural,Lower Basin,3708.356
1991,California,Fish and Wildlife and Recreation,Lower Basin,0.107
1991,California,Municipal and Industrial,Lower Basin,1297.132
1991,Colorado,Agricultural,Upper Basin,1757.328969
1991,Colorado,Energy,Upper Basin,18.315
1991,Colorado,Minerals,Upper Basin,2.577
1991,Colorado,Municipal and Industrial,Upper Basin,299.2166972
1991,Colorado,Reservoir Evaporation,Upper Basin,365.6138047
1991,Mexico,Unassigned,Lower Basin,1500
1991,Misc,,Lower Basin,140.684
1991,Misc,Fish and Wildlife and Recreation,Lower Basin,574.2582176
1991,Misc,Reservoir Evaporation,Lower Basin,1172.480484
1991,Misc,Unassigned,Lower Basin,20.873
1991,Nevada,Agricultural,Lower Basin,0
1991,Nevada,Energy,Lower Basin,14.821
1991,Nevada,Fish and Wildlife and Recreation,Lower Basin,0.7326
1991,Nevada,Municipal and Industrial,Lower Basin,164.67
1991,New Mexico,Agricultural,Upper Basin,219.6287356
1991,New Mexico,Energy,Upper Basin,39.776533
1991,New Mexico,Fish and Wildlife and Recreation,Upper Basin,5.924346917
1991,New Mexico,Minerals,Upper Basin,1.1
1991,New Mexico,Municipal and Industrial,Upper Basin,82.40033629
1991,New Mexico,Reservoir Evaporation,Upper Basin,105.4363832
1991,Utah,Agricultural,Upper Basin,639.914
1991,Utah,Energy,Upper Basin,33.048
1991,Utah,Minerals,Upper Basin,5.078
1991,Utah,Municipal and Industrial,Upper Basin,90.664
1991,Utah,Reservoir Evaporation,Upper Basin,205.3494983
1991,Wyoming,Agricultural,Upper Basin,329.2875
1991,Wyoming,Energy,Upper Basin,39.064
1991,Wyoming,Minerals,Upper Basin,13.451
1991,Wyoming,Municipal and Industrial,Upper Basin,22.019
1991,Wyoming,Reservoir Evaporation,Upper Basin,109.7469511
1992,Arizona,Agricultural,Lower Basin,1586.927
1992,Arizona,Agricultural,Upper Basin,5.29
1992,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,55.263
1992,Arizona,CAP M&I Recharge,Lower Basin,0
1992,Arizona,CAP Tribes,Lower Basin,70.664
1992,Arizona,Energy,Lower Basin,0.333
1992,Arizona,Energy,Upper Basin,23.575
1992,Arizona,Export,Upper Basin,0
1992,Arizona,Fish and Wildlife and Recreation,Lower Basin,54.325
1992,Arizona,Minerals,Lower Basin,0
1992,Arizona,Minerals,Upper Basin,0
1992,Arizona,Municipal and Industrial,Lower Basin,138.559
1992,Arizona,Municipal and Industrial,Upper Basin,5.695
1992,Arizona,Reservoir Evaporation,Upper Basin,5.39
1992,California,Agricultural,Lower Basin,3279.3804
1992,California,Fish and Wildlife and Recreation,Lower Basin,0.113
1992,California,Municipal and Industrial,Lower Basin,1266.7006
1992,Colorado,Agricultural,Upper Basin,1802.254381
1992,Colorado,Energy,Upper Basin,17.683
1992,Colorado,Minerals,Upper Basin,2.914
1992,Colorado,Municipal and Industrial,Upper Basin,293.7888506
1992,Colorado,Reservoir Evaporation,Upper Basin,356.1006742
1992,Mexico,Unassigned,Lower Basin,1500
1992,Misc,,Lower Basin,101.109
1992,Misc,Fish and Wildlife and Recreation,Lower Basin,598.594197
1992,Misc,Reservoir Evaporation,Lower Basin,1176.348766
1992,Misc,Unassigned,Lower Basin,74.34803846
1992,Nevada,Agricultural,Lower Basin,0
1992,Nevada,Energy,Lower Basin,13.931
1992,Nevada,Fish and Wildlife and Recreation,Lower Basin,0.921
1992,Nevada,Municipal and Industrial,Lower Basin,162.699
1992,New Mexico,Agricultural,Upper Basin,200.086392
1992,New Mexico,Energy,Upper Basin,40.19286
1992,New Mexico,Fish and Wildlife and Recreation,Upper Basin,4.548641588
1992,New Mexico,Minerals,Upper Basin,1.6
1992,New Mexico,Municipal and Industrial,Upper Basin,64.75136485
1992,New Mexico,Reservoir Evaporation,Upper Basin,101.9501927
1992,Utah,Agricultural,Upper Basin,689.5493
1992,Utah,Energy,Upper Basin,32.82
1992,Utah,Minerals,Upper Basin,5.156
1992,Utah,Municipal and Industrial,Upper Basin,88.585
1992,Utah,Reservoir Evaporation,Upper Basin,200.4481119
1992,Wyoming,Agricultural,Upper Basin,435.3431
1992,Wyoming,Energy,Upper Basin,45.364
1992,Wyoming,Minerals,Upper Basin,10.906
1992,Wyoming,Municipal and Industrial,Upper Basin,18.021
1992,Wyoming,Reservoir Evaporation,Upper Basin,103.0556917
1993,Arizona,Agricultural,Lower Basin,1549.628
1993,Arizona,Agricultural,Upper Basin,6.02
1993,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,51.24
1993,Arizona,CAP M&I Recharge,Lower Basin,0
1993,Arizona,CAP Tribes,Lower Basin,76.701
1993,Arizona,Energy,Lower Basin,0.472
1993,Arizona,Energy,Upper Basin,23.382
1993,Arizona,Export,Upper Basin,0
1993,Arizona,Fish and Wildlife and Recreation,Lower Basin,60.868
1993,Arizona,Minerals,Lower Basin,0
1993,Arizona,Minerals,Upper Basin,0
1993,Arizona,Municipal and Industrial,Lower Basin,507.786
1993,Arizona,Municipal and Industrial,Upper Basin,5.678
1993,Arizona,Reservoir Evaporation,Upper Basin,4.52
1993,California,Agricultural,Lower Basin,3489.6978
1993,California,Fish and Wildlife and Recreation,Lower Basin,0.1042
1993,California,Municipal and Industrial,Lower Basin,1345.217
1993,Colorado,Agricultural,Upper Basin,1602.458769
1993,Colorado,Energy,Upper Basin,18.0549
1993,Colorado,Minerals,Upper Basin,3.26199989
1993,Colorado,Municipal and Industrial,Upper Basin,347.907697
1993,Colorado,Reservoir Evaporation,Upper Basin,398.6229772
1993,Mexico,Unassigned,Lower Basin,1500
1993,Misc,,Lower Basin,61.438
1993,Misc,Fish and Wildlife and Recreation,Lower Basin,622.9301764
1993,Misc,Reservoir Evaporation,Lower Basin,1231.221188
1993,Misc,Unassigned,Lower Basin,74.34803846
1993,Nevada,Agricultural,Lower Basin,0
1993,Nevada,Energy,Lower Basin,14.807
1993,Nevada,Fish and Wildlife and Recreation,Lower Basin,1.1588
1993,Nevada,Municipal and Industrial,Lower Basin,188.436
1993,New Mexico,Agricultural,Upper Basin,216.3767886
1993,New Mexico,Energy,Upper Basin,47.84075
1993,New Mexico,Fish and Wildlife and Recreation,Upper Basin,5.162434692
1993,New Mexico,Minerals,Upper Basin,1.8
1993,New Mexico,Municipal and Industrial,Upper Basin,73.48796266
1993,New Mexico,Reservoir Evaporation,Upper Basin,112.7423001
1993,Utah,Agricultural,Upper Basin,631.703
1993,Utah,Energy,Upper Basin,34.708
1993,Utah,Minerals,Upper Basin,5.246
1993,Utah,Municipal and Industrial,Upper Basin,97.542
1993,Utah,Reservoir Evaporation,Upper Basin,223.1031427
1993,Wyoming,Agricultural,Upper Basin,299.9614
1993,Wyoming,Energy,Upper Basin,43.927
1993,Wyoming,Minerals,Upper Basin,8.374
1993,Wyoming,Municipal and Industrial,Upper Basin,28.872
1993,Wyoming,Reservoir Evaporation,Upper Basin,120.1846506
1994,Arizona,Agricultural,Lower Basin,1625.309959
1994,Arizona,Agricultural,Upper Basin,6.37
1994,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,36.5799
1994,Arizona,CAP M&I Recharge,Lower Basin,0
1994,Arizona,CAP Tribes,Lower Basin,79.724
1994,Arizona,Energy,Lower Basin,0.428
1994,Arizona,Energy,Upper Basin,24.086
1994,Arizona,Export,Upper Basin,0
1994,Arizona,Fish and Wildlife and Recreation,Lower Basin,65.551
1994,Arizona,Minerals,Lower Basin,0
1994,Arizona,Minerals,Upper Basin,0
1994,Arizona,Municipal and Industrial,Lower Basin,137.4031413
1994,Arizona,Municipal and Industrial,Upper Basin,5.804
1994,Arizona,Reservoir Evaporation,Upper Basin,4.482
1994,California,Agricultural,Lower Basin,3784.99973
1994,California,Fish and Wildlife and Recreation,Lower Basin,0
1994,California,Municipal and Industrial,Lower Basin,1404.41927
1994,Colorado,Agricultural,Upper Basin,1808.406117
1994,Colorado,Energy,Upper Basin,19.927
1994,Colorado,Minerals,Upper Basin,3.60899989
1994,Colorado,Municipal and Industrial,Upper Basin,323.568391
1994,Colorado,Reservoir Evaporation,Upper Basin,411.8672424
1994,Mexico,Unassigned,Lower Basin,1500
1994,Misc,,Lower Basin,124.434
1994,Misc,Fish and Wildlife and Recreation,Lower Basin,647.268529
1994,Misc,Reservoir Evaporation,Lower Basin,1199.621844
1994,Misc,Unassigned,Lower Basin,74.34803846
1994,Nevada,Agricultural,Lower Basin,0
1994,Nevada,Energy,Lower Basin,13.982
1994,Nevada,Fish and Wildlife and Recreation,Lower Basin,1.2032
1994,Nevada,Municipal and Industrial,Lower Basin,210.643
1994,New Mexico,Agricultural,Upper Basin,223.0780139
1994,New Mexico,Energy,Upper Basin,47.559349
1994,New Mexico,Fish and Wildlife and Recreation,Upper Basin,4.294200627
1994,New Mexico,Minerals,Upper Basin,1.8
1994,New Mexico,Municipal and Industrial,Upper Basin,62.9354675
1994,New Mexico,Reservoir Evaporation,Upper Basin,111.5248794
1994,Utah,Agricultural,Upper Basin,766.9928
1994,Utah,Energy,Upper Basin,35.555
1994,Utah,Minerals,Upper Basin,5.324
1994,Utah,Municipal and Industrial,Upper Basin,95.631
1994,Utah,Reservoir Evaporation,Upper Basin,224.4909045
1994,Wyoming,Agricultural,Upper Basin,493.8111
1994,Wyoming,Energy,Upper Basin,46.651
1994,Wyoming,Minerals,Upper Basin,5.829
1994,Wyoming,Municipal and Industrial,Upper Basin,19.863
1994,Wyoming,Reservoir Evaporation,Upper Basin,120.3154637
1995,Arizona,Agricultural,Lower Basin,1679.161498
1995,Arizona,Agricultural,Upper Basin,6.89
1995,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,39.2631
1995,Arizona,CAP M&I Recharge,Lower Basin,0
1995,Arizona,CAP Tribes,Lower Basin,76.345
1995,Arizona,Energy,Lower Basin,0.389
1995,Arizona,Energy,Upper Basin,22.18
1995,Arizona,Export,Upper Basin,0
1995,Arizona,Fish and Wildlife and Recreation,Lower Basin,71.634
1995,Arizona,Minerals,Lower Basin,0
1995,Arizona,Minerals,Upper Basin,0
1995,Arizona,Municipal and Industrial,Lower Basin,162.0164024
1995,Arizona,Municipal and Industrial,Upper Basin,6.35
1995,Arizona,Reservoir Evaporation,Upper Basin,4.393
1995,California,Agricultural,Lower Basin,3807.529961
1995,California,Fish and Wildlife and Recreation,Lower Basin,0.1147
1995,California,Municipal and Industrial,Lower Basin,1029.158339
1995,Colorado,Agricultural,Upper Basin,1332.488915
1995,Colorado,Energy,Upper Basin,18.501
1995,Colorado,Minerals,Upper Basin,3.96599989
1995,Colorado,Municipal and Industrial,Upper Basin,278.00925
1995,Colorado,Reservoir Evaporation,Upper Basin,432.4399685
1995,Mexico,Unassigned,Lower Basin,1500
1995,Misc,,Lower Basin,125.476
1995,Misc,Fish and Wildlife and Recreation,Lower Basin,645.884
1995,Misc,Reservoir Evaporation,Lower Basin,1207.210688
1995,Misc,Unassigned,Lower Basin,74.34803846
1995,Nevada,Agricultural,Lower Basin,0
1995,Nevada,Energy,Lower Basin,13.281
1995,Nevada,Fish and Wildlife and Recreation,Lower Basin,1.2724
1995,Nevada,Municipal and Industrial,Lower Basin,201.164
1995,New Mexico,Agricultural,Upper Basin,218.3488691
1995,New Mexico,Energy,Upper Basin,45.76503
1995,New Mexico,Fish and Wildlife and Recreation,Upper Basin,4.506844305
1995,New Mexico,Minerals,Upper Basin,2.2
1995,New Mexico,Municipal and Industrial,Upper Basin,65.47578988
1995,New Mexico,Reservoir Evaporation,Upper Basin,119.8225202
1995,Utah,Agricultural,Upper Basin,600.8223
1995,Utah,Energy,Upper Basin,35.839
1995,Utah,Minerals,Upper Basin,5.426
1995,Utah,Municipal and Industrial,Upper Basin,93.767
1995,Utah,Reservoir Evaporation,Upper Basin,242.7857092
1995,Wyoming,Agricultural,Upper Basin,346.8099
1995,Wyoming,Energy,Upper Basin,32.434
1995,Wyoming,Minerals,Upper Basin,3.284
1995,Wyoming,Municipal and Industrial,Upper Basin,17.59
1995,Wyoming,Reservoir Evaporation,Upper Basin,130.5619992
1996,Arizona,Agricultural,Lower Basin,1857.502754
1996,Arizona,Agricultural,Upper Basin,0.669179769
1996,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,59.80295
1996,Arizona,CAP M&I Recharge,Lower Basin,124.17605
1996,Arizona,CAP Tribes,Lower Basin,81.983
1996,Arizona,Energy,Lower Basin,0.783
1996,Arizona,Energy,Upper Basin,21.427
1996,Arizona,Export,Upper Basin,0
1996,Arizona,Fish and Wildlife and Recreation,Lower Basin,54.886
1996,Arizona,Minerals,Lower Basin,0.018
1996,Arizona,Minerals,Upper Basin,0
1996,Arizona,Municipal and Industrial,Lower Basin,373.6472462
1996,Arizona,Municipal and Industrial,Upper Basin,5.6897473
1996,Arizona,Reservoir Evaporation,Upper Basin,6.487790621
1996,California,Agricultural,Lower Basin,3966.218285
1996,California,Fish and Wildlife and Recreation,Lower Basin,0.1097
1996,California,Municipal and Industrial,Lower Basin,1259.838015
1996,Colorado,Agricultural,Upper Basin,1757.230101
1996,Colorado,Energy,Upper Basin,18.4522
1996,Colorado,Minerals,Upper Basin,3.93399989
1996,Colorado,Municipal and Industrial,Upper Basin,294.0434394
1996,Colorado,Reservoir Evaporation,Upper Basin,451.599157
1996,Mexico,Unassigned,Lower Basin,1500.002
1996,Misc,,Lower Basin,112.391
1996,Misc,Fish and Wildlife and Recreation,Lower Basin,669.626
1996,Misc,Reservoir Evaporation,Lower Basin,1245.597578
1996,Misc,Unassigned,Lower Basin,5.332
1996,Nevada,Agricultural,Lower Basin,0
1996,Nevada,Energy,Lower Basin,13.149
1996,Nevada,Fish and Wildlife and Recreation,Lower Basin,1.263
1996,Nevada,Municipal and Industrial,Lower Basin,234.089
1996,New Mexico,Agricultural,Upper Basin,222.317138
1996,New Mexico,Energy,Upper Basin,43.47498
1996,New Mexico,Fish and Wildlife and Recreation,Upper Basin,3.057628004
1996,New Mexico,Minerals,Upper Basin,1.2432
1996,New Mexico,Municipal and Industrial,Upper Basin,51.18529063
1996,New Mexico,Reservoir Evaporation,Upper Basin,116.2261717
1996,Utah,Agricultural,Upper Basin,566.805379
1996,Utah,Energy,Upper Basin,37.85296
1996,Utah,Minerals,Upper Basin,5.359
1996,Utah,Municipal and Industrial,Upper Basin,100.296
1996,Utah,Reservoir Evaporation,Upper Basin,244.4578764
1996,Wyoming,Agricultural,Upper Basin,390.7041504
1996,Wyoming,Energy,Upper Basin,39.32383
1996,Wyoming,Minerals,Upper Basin,2.779
1996,Wyoming,Municipal and Industrial,Upper Basin,22.406
1996,Wyoming,Reservoir Evaporation,Upper Basin,133.8065338
1997,Arizona,Agricultural,Lower Basin,1792.28969
1997,Arizona,Agricultural,Upper Basin,0.642079769
1997,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,70.6965
1997,Arizona,CAP M&I Recharge,Lower Basin,303.1425
1997,Arizona,CAP Tribes,Lower Basin,72.751
1997,Arizona,Energy,Lower Basin,0.68
1997,Arizona,Energy,Upper Basin,22.364
1997,Arizona,Export,Upper Basin,0
1997,Arizona,Fish and Wildlife and Recreation,Lower Basin,55.434
1997,Arizona,Minerals,Lower Basin,0.015
1997,Arizona,Minerals,Upper Basin,0
1997,Arizona,Municipal and Industrial,Lower Basin,401.9653096
1997,Arizona,Municipal and Industrial,Upper Basin,4.933268896
1997,Arizona,Reservoir Evaporation,Upper Basin,6.372691327
1997,California,Agricultural,Lower Basin,3892.543549
1997,California,Fish and Wildlife and Recreation,Lower Basin,0.0962
1997,California,Municipal and Industrial,Lower Basin,1269.252251
1997,Colorado,Agricultural,Upper Basin,1491.933821
1997,Colorado,Energy,Upper Basin,18.9251
1997,Colorado,Minerals,Upper Basin,3.90099989
1997,Colorado,Municipal and Industrial,Upper Basin,315.9892448
1997,Colorado,Reservoir Evaporation,Upper Basin,459.5132982
1997,Mexico,Unassigned,Lower Basin,1700
1997,Misc,,Lower Basin,89.154
1997,Misc,Fish and Wildlife and Recreation,Lower Basin,603.77
1997,Misc,Reservoir Evaporation,Lower Basin,1293.708109
1997,Misc,Unassigned,Lower Basin,74.34803846
1997,Nevada,Agricultural,Lower Basin,0
1997,Nevada,Energy,Lower Basin,13.127
1997,Nevada,Fish and Wildlife and Recreation,Lower Basin,1.252
1997,Nevada,Municipal and Industrial,Lower Basin,227.668
1997,New Mexico,Agricultural,Upper Basin,216.8053223
1997,New Mexico,Energy,Upper Basin,45.857026
1997,New Mexico,Fish and Wildlife and Recreation,Upper Basin,7.432288401
1997,New Mexico,Minerals,Upper Basin,0.640977
1997,New Mexico,Municipal and Industrial,Upper Basin,103.2429279
1997,New Mexico,Reservoir Evaporation,Upper Basin,126.7510212
1997,Utah,Agricultural,Upper Basin,567.5196489
1997,Utah,Energy,Upper Basin,33.81794
1997,Utah,Minerals,Upper Basin,5.22
1997,Utah,Municipal and Industrial,Upper Basin,108.313
1997,Utah,Reservoir Evaporation,Upper Basin,247.573323
1997,Wyoming,Agricultural,Upper Basin,340.371322
1997,Wyoming,Energy,Upper Basin,40.07286
1997,Wyoming,Minerals,Upper Basin,2.273
1997,Wyoming,Municipal and Industrial,Upper Basin,19.459
1997,Wyoming,Reservoir Evaporation,Upper Basin,137.8227872
1998,Arizona,Agricultural,Lower Basin,1583.396959
1998,Arizona,Agricultural,Upper Basin,0.706579769
1998,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,61.41165
1998,Arizona,CAP M&I Recharge,Lower Basin,357.79335
1998,Arizona,CAP Tribes,Lower Basin,76.818
1998,Arizona,Energy,Lower Basin,0.629
1998,Arizona,Energy,Upper Basin,25.017
1998,Arizona,Export,Upper Basin,0
1998,Arizona,Fish and Wildlife and Recreation,Lower Basin,51.703
1998,Arizona,Minerals,Lower Basin,0.002
1998,Arizona,Minerals,Upper Basin,0
1998,Arizona,Municipal and Industrial,Lower Basin,291.1110413
1998,Arizona,Municipal and Industrial,Upper Basin,5.268707492
1998,Arizona,Reservoir Evaporation,Upper Basin,6.130973553
1998,California,Agricultural,Lower Basin,3848.198512
1998,California,Fish and Wildlife and Recreation,Lower Basin,0.0063
